url,title,resource_kind,asset_kind,content_type,http_status,link_state,linked_documents,source_url,source_title
https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC,listing_page,,text/html,200,live,0,,
https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC,listing_page,,text/html,200,live,0,,
https://resdac.org/cms-data?page=2,Find the CMS Data File You Need | ResDAC,listing_page,,text/html,200,live,0,,
https://resdac.org/cms-data?page=3,Find the CMS Data File You Need | ResDAC,listing_page,,text/html,200,live,0,,
https://resdac.org/cms-data?page=4,Find the CMS Data File You Need | ResDAC,listing_page,,text/html,200,live,0,,
https://resdac.org/cms-data/files/ahc-model,Accountable Health Communities Model,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/ahcah-hospital,Acute Hospital Care at Home - Hospital,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/ahcah-patient,Acute Hospital Care at Home - Patient,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/cahps,Consumer Assessment of Healthcare Providers & Systems,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data?page=2,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/carrier-encounter,Encounter Carrier,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/carrier-encounter?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data/files/carrier-encounter,Encounter Carrier | ResDAC
https://resdac.org/cms-data/files/carrier-ffs,Original Medicare (Fee-for-Service) Carrier,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/carrier-ffs?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data/files/carrier-ffs,Original Medicare (Fee-for-Service) Carrier | ResDAC
https://resdac.org/cms-data/files/cec-beneficiary,Comprehensive ESRD Care Model - Beneficiary,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data?page=3,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/cec-provider,CEC Provider RIF,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=3,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/cmds-beneficiary,CMMI Model Data Sharing Beneficiary,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/cmds-entity,Entity,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/cmds-provider,CMMI Model Data Sharing Provider,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/cmmi-model-data-sharing-cmds-model-participation-data-initiative,CMMI Model Data Sharing (CMDS) Model Participation Data Initiative,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/dme-encounter,Encounter Durable Medical Equipment,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/dme-encounter?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data/files/dme-encounter,Encounter Durable Medical Equipment | ResDAC
https://resdac.org/cms-data/files/dme-ffs,Original Medicare (Fee-for-Service) Durable Medical Equipment,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/dme-ffs?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data/files/dme-ffs,Original Medicare (Fee-for-Service) Durable Medical Equipment | ResDAC
https://resdac.org/cms-data/files/hedis-rif,Healthcare Effectiveness Data and Information Set (HEDIS),dataset_page,,text/html,200,live,4,https://resdac.org/cms-data?page=3,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/hedis-rif-measures,Healthcare Effectiveness Data and Information Set (HEDIS) File 1: Measures File (does not include Plan All-Cause Readmission measure),dataset_page,,text/html,200,live,2,https://resdac.org/cms-data?page=3,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/hedis-rif-pcr-measure,Healthcare Effectiveness Data and Information Set (HEDIS) File 2: Plan All-Cause Readmission (PCR) Measure,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data?page=3,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/hha-encounter,Encounter Home Health Agency,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/hha-encounter?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data/files/hha-encounter,Encounter Home Health Agency | ResDAC
https://resdac.org/cms-data/files/hha-encounter?page=2,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data/files/hha-encounter?page=1,Encounter Home Health Agency | ResDAC
https://resdac.org/cms-data/files/hha-ffs,Original Medicare (Fee-for-Service) Home Health Agency,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/hha-ffs?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data/files/hha-ffs,Original Medicare (Fee-for-Service) Home Health Agency | ResDAC
https://resdac.org/cms-data/files/hos-rif,Health Outcomes Survey,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data?page=3,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/hospice-ffs,Original Medicare (Fee-for-Service) Hospice,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/hospice-ffs?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data/files/hospice-ffs,Original Medicare (Fee-for-Service) Hospice | ResDAC
https://resdac.org/cms-data/files/hrs-medicare,Health and Retirement Survey - Medicare Linked Data,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=2,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/ip-encounter,Encounter Inpatient,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/ip-encounter?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data/files/ip-encounter,Encounter Inpatient | ResDAC
https://resdac.org/cms-data/files/ip-ffs,Original Medicare (Fee-for-Service) Inpatient,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/ip-ffs?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data/files/ip-ffs,Original Medicare (Fee-for-Service) Inpatient | ResDAC
https://resdac.org/cms-data/files/irf-pai,Inpatient Rehab Facility-Patient Assessment Instrument,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=2,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/irf-pai?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data/files/irf-pai,Inpatient Rehab Facility-Patient Assessment Instrument | ResDAC
https://resdac.org/cms-data/files/kcc-beneficiary,Kidney Care Choices Model Alignment Beneficiary,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/kcc-provider,KCC Model Provider file,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/lcds,Long-Term Care Hospital Continuity Assessment Record and Evaluation Data Set,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/max-ip,Medicaid Analytic Extract Inpatient,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data?page=2,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/max-ip?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data/files/max-ip,Medicaid Analytic Extract Inpatient | ResDAC
https://resdac.org/cms-data/files/max-lt,Medicaid Analytic Extract Long Term Care,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data?page=2,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/max-lt?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data/files/max-lt,Medicaid Analytic Extract Long Term Care | ResDAC
https://resdac.org/cms-data/files/max-ot,Medicaid Analytic Extract Other Services,dataset_page,,text/html,200,live,5,https://resdac.org/cms-data?page=2,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/max-ot?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data/files/max-ot,Medicaid Analytic Extract Other Services | ResDAC
https://resdac.org/cms-data/files/max-ps,Medicaid Analytic Extract Personal Summary,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data?page=2,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/max-ps?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data/files/max-ps,Medicaid Analytic Extract Personal Summary | ResDAC
https://resdac.org/cms-data/files/max-rx,Medicaid Analytic Extract Prescription Drug,dataset_page,,text/html,200,live,6,https://resdac.org/cms-data?page=2,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/max-rx?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,5,https://resdac.org/cms-data/files/max-rx,Medicaid Analytic Extract Prescription Drug | ResDAC
https://resdac.org/cms-data/files/mbisg,Medicare Bayesian Improved Surname Geocoding,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/mbsf,MBSF NDI,dataset_page,,text/html,404,dead,0,https://resdac.org/cms-data/files/mesf-ndi,Medicaid Enrollee Supplemental File: National Death Index Segment | ResDAC
https://resdac.org/cms-data/files/mbsf-27-cc,Master Beneficiary Summary File 27 CCW Chronic Conditions,dataset_page,,text/html,200,live,5,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/mbsf-27-cc?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data/files/mbsf-27-cc,Master Beneficiary Summary File 27 CCW Chronic Conditions | ResDAC
https://resdac.org/cms-data/files/mbsf-30-cc,Master Beneficiary Summary File 30 CCW Chronic Conditions,dataset_page,,text/html,200,live,5,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/mbsf-30-cc?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data/files/mbsf-30-cc,Master Beneficiary Summary File 30 CCW Chronic Conditions | ResDAC
https://resdac.org/cms-data/files/mbsf-base,Master Beneficiary Summary File Base A/B/C/D,dataset_page,,text/html,200,live,7,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/mbsf-base-v2,MBSF Base A/B/C/D V2,dataset_page,,text/html,200,live,8,https://resdac.org/cms-data/files/mbsf-base,Master Beneficiary Summary File Base A/B/C/D | ResDAC
https://resdac.org/cms-data/files/mbsf-base-v2?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,7,https://resdac.org/cms-data/files/mbsf-base-v2,Master Beneficiary Summary File Base A/B/C/D V2 | ResDAC
https://resdac.org/cms-data/files/mbsf-cc,Chronic Conditions,dataset_page,,text/html,200,live,5,https://resdac.org/cms-data/files/mbsf-base,Master Beneficiary Summary File Base A/B/C/D | ResDAC
https://resdac.org/cms-data/files/mbsf-cc?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data/files/mbsf-cc,Master Beneficiary Summary File 27 CCW Chronic Conditions | ResDAC
https://resdac.org/cms-data/files/mbsf-cost-and-use,Master Beneficiary Summary File Cost and Use,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/mbsf-cost-and-utilization,Cost and Use,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data/files/mbsf-base,Master Beneficiary Summary File Base A/B/C/D | ResDAC
https://resdac.org/cms-data/files/mbsf-ndi,Master Beneficiary Summary File National Death Index,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/mbsf-other-conditions,Master Beneficiary Summary File Other Chronic or Potentially Disabling Conditions,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/md-ppas,Medicare Data on Provider Practice and Specialty,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data?page=3,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/mds-20,Long Term Care Minimum Data Set 2.0,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data?page=2,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/mds-30,Long Term Care Minimum Data Set 3.0,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=2,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/mds-30?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data/files/mds-30,Long Term Care Minimum Data Set 3.0 | ResDAC
https://resdac.org/cms-data/files/mds-sb-20,a separate file.,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data?page=2,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/mds-sb-30,Long Term Care Minimum Data Set Swing-Bed 3.0,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=2,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/mds-sb-30?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data/files/mds-sb-30,Long Term Care Minimum Data Set Swing-Bed 3.0 | ResDAC
https://resdac.org/cms-data/files/medpar,Medicare Provider Analysis and Review,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/medpar?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data/files/medpar,Medicare Provider Analysis and Review | ResDAC
https://resdac.org/cms-data/files/mesf-conditions,Medicaid Enrollee Supplemental File: Conditions Segment,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data?page=2,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/mesf-ndi,Medicaid Enrollee Supplemental File: National Death Index Segment,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data?page=2,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/million-hearts,Million Hearts® Cardiovascular Disease Risk Reduction Model,dataset_page,,text/html,200,live,10,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/million-hearts-model-alignment,Million Hearts® Model Alignment,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/million-hearts-model-alignment?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data/files/million-hearts-model-alignment,Million Hearts® Model Alignment | ResDAC
https://resdac.org/cms-data/files/million-hearts-model-beneficiary-demographic,Million Hearts® Model Beneficiary Demographic,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/million-hearts-model-beneficiary-demographic?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data/files/million-hearts-model-beneficiary-demographic,Million Hearts® Model Beneficiary Demographic | ResDAC
https://resdac.org/cms-data/files/million-hearts-model-final-clinical,Million Hearts® Model Final Clinical,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/million-hearts-model-final-clinical?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data/files/million-hearts-model-final-clinical,Million Hearts® Model Final Clinical | ResDAC
https://resdac.org/cms-data/files/million-hearts-model-practice-list,Million Hearts® Model Practice List,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/million-hearts-model-practice-list?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data/files/million-hearts-model-practice-list,Million Hearts® Model Practice List | ResDAC
https://resdac.org/cms-data/files/million-hearts-model-provider-list,Million Hearts® Model Provider List,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/million-hearts-model-provider-list?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data/files/million-hearts-model-provider-list,Million Hearts® Model Provider List | ResDAC
https://resdac.org/cms-data/files/million-hearts-model-raw-clinical,Raw Clinical data,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/million-hearts-model-raw-clinical?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data/files/million-hearts-model-raw-clinical,Million Hearts® Model Raw Clinical | ResDAC
https://resdac.org/cms-data/files/million-hearts-model-visit,Million Hearts® Model Visit,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/million-hearts-model-visit?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data/files/million-hearts-model-visit,Million Hearts® Model Visit | ResDAC
https://resdac.org/cms-data/files/million-hearts?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,9,https://resdac.org/cms-data/files/million-hearts,Million Hearts® Cardiovascular Disease Risk Reduction Model | ResDAC
https://resdac.org/cms-data/files/mmleads-2,Medicare-Medicaid Linked Enrollee Analytic Data Source 2.0,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data?page=3,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/mmleads-3,Medicare-Medicaid Linked Enrollee Analytic Data Source 3.0,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data?page=3,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/ngaco-beneficiary,Next Generation ACO Model Beneficiary,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=3,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/ngaco-provider,Next Generation ACO Model Provider file,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=3,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/nhats,National Health and Aging Trends Study (NHATS) - Medicare Linked Data,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data?page=3,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/oasis,Home Health Outcome and Assessment Information Set (OASIS),dataset_page,,text/html,200,live,2,https://resdac.org/cms-data?page=2,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/ocm,Oncology Care Model,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/ocm-clinical-and-staging,Oncology Care Model Clinical and Staging,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/ocm-current-clinical-status,Oncology Care Model Current Clinical Status,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/op-encounter,Encounter Outpatient,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/op-encounter?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data/files/op-encounter,Encounter Outpatient | ResDAC
https://resdac.org/cms-data/files/op-ffs,Original Medicare (Fee-for-Service) Outpatient,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/op-ffs?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data/files/op-ffs,Original Medicare (Fee-for-Service) Outpatient | ResDAC
https://resdac.org/cms-data/files/part-d-drug-characteristics,Part D Drug Characteristics,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/part-d-drug-characteristics?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data/files/part-d-drug-characteristics,Part D Drug Characteristics | ResDAC
https://resdac.org/cms-data/files/part-d-formulary,Part D Formulary,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/part-d-formulary-file,Part D Formulary files,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data/files/pde,Part D Event | ResDAC
https://resdac.org/cms-data/files/part-d-formulary-file?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data/files/part-d-formulary-file,Part D Formulary | ResDAC
https://resdac.org/cms-data/files/part-d-formulary?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data/files/part-d-formulary,Part D Formulary | ResDAC
https://resdac.org/cms-data/files/part-d-mtm,Part D Medication Therapy Management Data,dataset_page,,text/html,200,live,5,https://resdac.org/cms-data?page=2,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/part-d-mtm?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data/files/part-d-mtm,Part D Medication Therapy Management Data | ResDAC
https://resdac.org/cms-data/files/part-d-pharmacy-characteristics,Part D Pharmacy Characteristics,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/part-d-pharmacy-characteristics?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data/files/part-d-pharmacy-characteristics,Part D Pharmacy Characteristics | ResDAC
https://resdac.org/cms-data/files/part-d-plan-election-type-beneficiary-summary,Part D Plan Election Type Beneficiary Summary,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data?page=2,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/part-d-plan-election-type-beneficiary-summary?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data/files/part-d-plan-election-type-beneficiary-summary,Part D Plan Election Type Beneficiary Summary | ResDAC
https://resdac.org/cms-data/files/part-d-prescriber-characteristics,Part D Prescriber Characteristics,dataset_page,,text/html,200,live,5,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/part-d-prescriber-characteristics?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data/files/part-d-prescriber-characteristics,Part D Prescriber Characteristics | ResDAC
https://resdac.org/cms-data/files/pde,Part D Event,dataset_page,,text/html,200,live,8,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/pde?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,7,https://resdac.org/cms-data/files/pde,Part D Event | ResDAC
https://resdac.org/cms-data/files/pioneer-aco,Pioneer Accountable Care Organization,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data?page=3,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/pioneer-aco?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data/files/pioneer-aco,Pioneer Accountable Care Organization | ResDAC
https://resdac.org/cms-data/files/plan-characteristics,Plan Characteristics,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data?page=2,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/plan-characteristics?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data/files/plan-characteristics,Plan Characteristics | ResDAC
https://resdac.org/cms-data/files/plan-characteristics?page=2,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data/files/plan-characteristics?page=1,Plan Characteristics | ResDAC
https://resdac.org/cms-data/files/risk-score-base,Risk Score Operational Payment Base File,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/risk-score-mofs,Risk Score Model Output Files,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=0,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/snf-encounter,Encounter Skilled Nursing Facility,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/snf-encounter?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data/files/snf-encounter,Encounter Skilled Nursing Facility | ResDAC
https://resdac.org/cms-data/files/snf-encounter?page=2,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data/files/snf-encounter?page=1,Encounter Skilled Nursing Facility | ResDAC
https://resdac.org/cms-data/files/snf-ffs,Original Medicare (Fee-for-Service) Skilled Nursing Facility,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data?page=1,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/ssp-aco-beneficiary,Shared Savings Program Accountable Care Organizations Beneficiary-level,dataset_page,,text/html,200,live,4,https://resdac.org/cms-data?page=3,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/ssp-aco-beneficiary?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data/files/ssp-aco-beneficiary,Shared Savings Program Accountable Care Organizations Beneficiary-level | ResDAC
https://resdac.org/cms-data/files/ssp-aco-provider,Shared Savings Program Accountable Care Organizations Provider-level,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=3,Find the CMS Data File You Need | ResDAC
https://resdac.org/cms-data/files/ssp-aco-provider?page=1,VIEW MORE RELATED FILES,dataset_page,,text/html,200,live,2,https://resdac.org/cms-data/files/ssp-aco-provider,Shared Savings Program Accountable Care Organizations Provider-level | ResDAC
https://resdac.org/cms-data/files/taf-apl,T-MSIS Analytic File Annual Managed Care Plan,dataset_page,,text/html,200,live,3,https://resdac.org/cms-data?page=2,Find the CMS Data File You Need | ResDAC
